name,price,image,Description for the website,Sales Description,Is published,Extra Product Media/Name,Extra Product Media/Image,Product Attributes/Attribute,Product Attributes/values
,,,,,,,,Type de H.P,Intégrés
,,,,,,,,Type d'activités,Bureautique
,,,,,,,,Type d'activités,Multimédia
,,,,,,,,Type d'activités,Internet
,,,,,,,,Intel Evo,Non
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Non
,,,,,,,,Clavier RGB,Non
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Non
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),"Jack 3,5mm Femelle Stéréo"
,,,,,,,,Connecteur(s) disponible(s),RJ45 Femelle
,,,,,,,,Connecteur(s) disponible(s),USB 2.0
,,,,,,,,Connecteur(s) disponible(s),USB 3.0
,,,,,,,,Connecteur(s) disponible(s),USB 3.1 Type C
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Connecteur(s) disponible(s),VGA (D-sub 15 Femelle)
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,256mm
,,,,,,,,Largeur,361mm
,,,,,,,,Epaisseur,24.1mm
,,,,,,,,Poids,2kg
,,,,,,,,Gamme,LDLC Aurore
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),5.6
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Autonomie,6.5Heure(s)
,,,,,,,,Capacité de la batterie,31Wh
,,,,,,,,Nombre de cellules,4
,,,,,,,,Batterie amovible,Oui
,,,,,,,,Charge de la batterie par USB-C,Non
LDLC Aurore N3U-8-S2,6153.27,https://media.ldlc.com/r374/ld/products/00/05/91/60/LD0005916013_1.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/ldlc/bint000000888/"" rel=""nofollow"">
<img alt=""LDLC"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/bo/00/02/91/96/V30002919683_2.gif""/>
</a>
</div>
<div class=""brand-logo"">LDLC</div>
<div class=""description"" id=""description"">
<div class=""details-pdt-desc"">
<h2 class=""h2-master"">Un PC portable complet pour l'informatique de tous les jours</h2>
<section>
<p>Le <strong>PC portable LDLC Aurore N3U</strong> est idéal pour les étudiants, les familles et les entreprises à la recherche d'une machine simple, abordable et capable de s’acquitter des tâches informatiques courantes telles que la bureautique, la navigation Internet et les applications de divertissement multimédia. Il intègre un <strong>puissant processeur Intel Core i3</strong>, de la <strong>RAM DDR4 </strong>véloce et un<strong> SSD rapide</strong>. Equipé d'un <strong>lecteur optique, </strong>d'un lecteur de cartes mémoire et d'une connectique complète (USB 3.0, USB 3.1 Type C), il vous laisse la possibilité de lire un grand nombre de supports de stockage. Son <strong>écran mat Full HD 1080p de 15.6""</strong> est un atout supplémentaire pour le <strong>confort d'utilisation</strong> comme pour la mobilité.</p>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/ldlc_aurore_n3u_001.jpg""/></span></div>
<div class=""desc-text"">
<h2>L'essentiel à prix abordable</h2>
<p>Le LDLC Aurore NL3U, c'est tout ce dont vous avez besoin pour l'informatique de tous les jours. Un <strong>processeur basse consommation</strong>, de la RAM en quantité suffisante et un SSD utlra-rapide pour l'exécution de vos programmes. Le tout dans un <strong>châssis élégant et sobre</strong> avec un <strong>écran Full HD 15.6""</strong>. Etudiant, professionnel ou utilisateur averti à la recherche d'une machine simple et efficace, le <strong>PC portable Aurore N3U</strong> est un choix judicieux à un prix très abordable.</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>La mobilité en toute simplicité</h2>
<p>L'ordinateur portable LDLC Aurore N3U est conçu pour être emmené facilement partout. Il dispose de la connectique nécessaire à vos besoins essentiels, d'une <strong>châssis robuste</strong> et <strong>élégant </strong>et sa taille d'écran n'est pas un frein à vos déplacements. Sa résolution Full HD et sa large surface d'affichage permettent en outre de visualiser documents et contenus de manière très confortable. </p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/ldlc_aurore_n3u_002.jpg""/></span></div>
</section>
<section class=""list"">
<h2>Caractéristiques principales :</h2>
<ul>
<li><strong>Processeur Intel i3-10110U </strong>(Dual-Core 2.1 GHz / 4.1 GHz Turbo - 4 Threads - Cache 4 Mo - TDP 15W) </li>
<li>8 Go de mémoire vive DDR4 2666 MHz</li>
<li><strong>SSD SATA 6 Gb/s de 240 Go</strong></li>
<li><strong>Ecran mat de 15.6""</strong> avec résolution <strong>Full HD</strong> (1920 x 1080 pixels)</li>
<li>Communication sans fil Wi-Fi AX + Bluetooth </li>
<li><strong>Port USB 3.1 Type C</strong> avec Power Delivery</li>
<li>Sorties vidéo <strong>HDMI + VGA</strong></li>
<li><strong>Clavier avec pavé numérique</strong></li>
<li>Haut-parleurs intégrés </li>
<li>Webcam HD </li>
<li>Lecteur MicroSD/SDHC/SDXC</li>
<li>Jusqu'à 6.5 heures d'autonomie (selon l'utilisation)</li>
<li>Adaptateur secteur 45 Watts</li>
<li><strong>Aucun système d'exploitation fourni</strong></li>
</ul>
</section>
</div>
<div class=""emphasis"">
<p>Cet ordinateur portable est fourni <em>sans système d'exploitation</em>, pour vous laisser la possibilité d'installer un système d'exploitation compatible (déjà en votre possession ou acheté séparément). L'installation de Windows 10 64 bits est conseillée, pour vous permettre d'exploiter correctement toutes les possibilités offertes par ce PC portable. <em>L'installation de Windows 7/8/8.1 n'est pas possible sur ce modèle.</em></p>
</div>
</div>
<div class=""info-warning"" id=""technical-alert"">
<span class=""icon icon-info""></span>
<span class=""text"">
<strong>Informations fournies par notre service technique</strong>
                    Chaque machine est assemblée et testée par nos soins après enregistrement de la commande. Cette opération nécessite un délai supplémentaire précisé en haut de la fiche produit, sous la disponibilité, qui s'ajoute au délai d'expédition.
               </span>
</div>
</div>
</div>","Le PC portable LDLC Aurore N3U est idéal pour les étudiants, les familles et les entreprises à la recherche d'une machine simple, abordable et capable de s'acquitter des tâches informatiques courantes telles que la bureautique, la navigation Internet et les applications de divertissement multimédia.",True,LD0005916014_1,https://media.ldlc.com/r1600/ld/products/00/05/91/60/LD0005916014_1.jpg,Désignation,LDLC Aurore N3U-8-S2
,,,,,,LD0005916014_1,https://media.ldlc.com/r1600/ld/products/00/05/91/60/LD0005916014_1.jpg,Marque,LDLC
,,,,,,LD0005916015_1,https://media.ldlc.com/r1600/ld/products/00/05/91/60/LD0005916015_1.jpg,Modèle,N3U-8-S2
,,,,,,LD0005916016_1,https://media.ldlc.com/r1600/ld/products/00/05/91/60/LD0005916016_1.jpg,Système d'exploitation,Sans OS
,,,,,,LD0005916017_1,https://media.ldlc.com/r1600/ld/products/00/05/91/60/LD0005916017_1.jpg,Famille OS,Sans OS
,,,,,,,,Langue de l'OS,N/A
,,,,,,,,Système d'exploitation fourni,Non
,,,,,,,,Marque processeur,Intel
,,,,,,,,Processeur,Intel Core i3
,,,,,,,,Plateforme (Proc.),Intel Comet Lake
,,,,,,,,Type de processeur,Intel i3-10110U (Dual-Core 2.1 GHz / 4.1 GHz Turbo - 4 Threads - Cache 4 Mo - TDP 15W)
,,,,,,,,Fréquence CPU,2.1GHz
,,,,,,,,Nombre de core,2
,,,,,,,,Taille de la mémoire,8Go
,,,,,,,,Nombre de barrettes,1
,,,,,,,,Nombre de slots mémoire disponibles,1
,,,,,,,,Type de mémoire,DDR4
,,,,,,,,Fréquence(s) Mémoire,DDR4 2666 MHz
,,,,,,,,Taille de mémoire Max,32Go
,,,,,,,,GPU series,Intel UHD
,,,,,,,,Chipset graphique,Intel UHD Graphics
,,,,,,,,Max-Q (Design GPU),Non
,,,,,,,,RTX Studio,Non
,,,,,,,,Ecran tactile,Non
,,,,,,,,Type de Dalle,Dalle TN
,,,,,,,,Type d'écran,LED
,,,,,,,,Taille de l'écran,15.6pouces
,,,,,,,,Résolution Max,1920 x 1080 pixels
,,,,,,,,Format de l'écran,16/9
,,,,,,,,Ecran large,Oui
,,,,,,,,Dalle mate/antireflets,Oui
,,,,,,,,Dalle brillante,Non
,,,,,,,,NVIDIA G-SYNC,Non
,,,,,,,,VR Ready (réalité virtuelle),Non
,,,,,,,,Taux de rafraîchissement,60 Hz
,,,,,,,,Configuration disque(s),SSD 240 Go
,,,,,,,,Disque dur,SSD 240 Go
,,,,,,,,Disque secondaire,Sans disque secondaire
,,,,,,,,Type de Disque,SSD (Solid State Drive)
,,,,,,,,Interface du disque dur,Serial ATA 6Gb/s (SATA Revision 3)
,,,,,,,,Nombre de disques,1
,,,,,,,,Nombre de disques max,2
,,,,,,,,Emplacement mSATA/M.2,M.2 (disponible)
,,,,,,,,Lecteur Optique,Graveur DVD Super Multi
,,,,,,,,Lecteur de cartes,micro SD
,,,,,,,,Lecteur de cartes,micro SDHC
,,,,,,,,Lecteur de cartes,micro SDXC
,,,,,,,,Norme(s) réseau,10/100/1000 Mbps
,,,,,,,,Norme(s) réseau sans-fil,Bluetooth
,,,,,,,,Norme(s) réseau sans-fil,Wi-Fi 6 AX
,,,,,,,,Technologie Intel vPro,Non
,,,,,,,,Sans-fil,Oui
,,,,,,,,Webcam,Oui
,,,,,,,,Type de H.P,Intégrés
,,,,,,,,Type d'activités,Bureautique
,,,,,,,,Type d'activités,Internet
,,,,,,,,Type d'activités,Multimédia
,,,,,,,,Intel Evo,Non
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Non
,,,,,,,,Clavier RGB,Non
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Non
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),"Jack 3,5mm Femelle Stéréo"
,,,,,,,,Connecteur(s) disponible(s),RJ45 Femelle
,,,,,,,,Connecteur(s) disponible(s),USB 2.0
,,,,,,,,Connecteur(s) disponible(s),USB 3.0
,,,,,,,,Connecteur(s) disponible(s),USB 3.1 Type C
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Connecteur(s) disponible(s),VGA (D-sub 15 Femelle)
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,256mm
,,,,,,,,Largeur,361mm
,,,,,,,,Epaisseur,24.1mm
,,,,,,,,Poids,2kg
,,,,,,,,Gamme,LDLC Aurore
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),5.6
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Autonomie,6.5Heure(s)
,,,,,,,,Capacité de la batterie,31Wh
,,,,,,,,Nombre de cellules,4
,,,,,,,,Batterie amovible,Oui
,,,,,,,,Charge de la batterie par USB-C,Non
LDLC Bellone HXL73-16-M10,25463.47,https://media.ldlc.com/r374/ld/products/00/05/80/47/LD0005804763_1_0005916003.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/ldlc/bint000000888/"" rel=""nofollow"">
<img alt=""LDLC"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/bo/00/02/91/96/V30002919683_2.gif""/>
</a>
</div>
<div class=""brand-logo"">LDLC</div>
<div class=""description"" id=""description"">
<div class=""details-pdt-desc"">
<h2 class=""h2-master"">Performance et confort de jeu avec un grand écran 300 Hz* !</h2>
<section>
<p>Profitez de hautes performances et gagnez en plaisir de jeu avec le <strong>PC portable Gamer LDLC Bellone HXL73</strong> ! En plus de ses composants ultra-performants, il est équipé notamment d'un écran de 17.3"" 300 Hz et d'un clavier rétroéclairé. Le PC portable LDLC Bellone HXL73-16-M10 offre de hautes performances et un fonctionnement rapide grâce à son <strong>processeur Intel Core i7-11800H</strong>, ses 16 Go de mémoire DDR4, ses <strong>SSD M.2 PCIe de 1 To</strong> et sa<strong> puce graphique NVIDIA GeForce RTX 3070 Laptop</strong>.  <br/>
 </p>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_gxl62/801b.jpg""/></span></div>
<div class=""desc-text"">
<h2>Processeur Intel de 11e génération</h2>
<p>Profitez de hautes performances avec le processeur pour Intel Core i7-11800H, avec ses 8 cores physiques et ses 16 threads. Avec lui, effectuez vos tâches informatiques plus rapidement, gagnez en fluidité de jeu, éditez des photos et des vidéos facilement, déplacez-vous rapidement entre les programmes et les fenêtres et exécutez plusieurs tâches en toute simplicité !</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>NVIDIA GeForce RTX 3070</h2>
<p>La puce graphique NVIDIA GeForce RTX 3070 vous permet de faire tourner les jeux les plus récents grâce à la puissance phénoménale de NVIDIA Ampere, l'architecture RTX de seconde génération. Bénéficiez de performances graphiques exceptionnelles grâce aux cœurs RT et Tensor spécialement optimisés, à de nouveaux multiprocesseurs de flux et à une mémoire G6 à haute vitesse. Basé sur les capacités phénoménales de l'IA, le super-échantillonnage par Deep Learning (DLSS) de NVIDIA est une technologie de rendu révolutionnaire qui vous offre un tout nouveau niveau de fidélité visuelle grâce aux processeurs Tensor Core dédiés à l'IA des GPU GeForce RTX. Par ailleurs, le Ray Tracing permet de simuler le comportement physique de la lumière afin d'offrir un rendu cinématographique en temps réel d'une grande beauté, y compris dans les jeux les plus intenses.</p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/ordinateur_pc_ldlc/zerator/nvidia_rtx_001.jpg""/></span></div>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_gxl62/803.jpg""/></span></div>
<div class=""desc-text"">
<h2>Confort de jeu optimisé !</h2>
<p>Ce PC portable Gamer LDLC Bellone est conçu pour maximiser votre confort de jeu. Son écran Full HD avec fréquence de 300 Hz vous offre une image à la fois fluide et précise. Son clavier Gamer rétroéclairé offre aussi un meilleur confort de jeu. Son système audio avec technologie Sound Blaster Atlas offre également de bonnes performances sonores, pour un divertissement numérique complet.</p>
</div>
</section>
<section class=""list"">
<h2>Caractéristiques principales :</h2>
<ul>
<li><strong>Processeur Intel Core i7-11800H</strong> (Octo-Core 1.9 GHz - 2.3 GHz / 4.6 GHz Turbo - 16 Threads - Cache 24 Mo)</li>
<li>16 Go de mémoire vive DDR4 3200 MHz (2x 8 Go - 2 slots - maximum 64 Go au total)</li>
<li><strong>Ecran mat de 17.3""</strong> avec résolution <strong>Full HD</strong> (1920 x 1080 pixels) et <strong>fréquence 300 Hz</strong></li>
<li>Dalle Wide View avec angles de vision larges</li>
<li>Puce graphique <strong>NVIDIA GeForce RTX 3070 Laptop </strong>avec 8 Go de mémoire dédiée GDDR6 (1290 MHz - 105W)</li>
<li>SSD M.2 PCIe de 1 To + 1 slot M.2 PCIe libre</li>
<li>Communication sans fil Wi-Fi AX (Wireless AX201) + Bluetooth 5.0</li>
<li><strong>Clavier rétroéclairé multi-couleurs</strong> (une couleur active à la fois)</li>
<li>Haut-parleurs intégrés avec technologie Sound Blaster Atlas</li>
<li>Webcam HD 1 Mégapixel</li>
<li>Accès sécurisé via lecteur d'empreinte digitale</li>
<li>Lecteur de cartes mémoire intégré</li>
<li>Adaptateur secteur 180 Watts</li>
<li><em>Sac à dos fourni</em></li>
<li><strong>Système d'exploitation non fourni</strong></li>
</ul>
<br/>
<em>*Le PC portable est configuré par défaut en mode 60 Hz, pour modifier cette configuration sous Windows reportez-vous au document suivant : <a href=""https://media.ldlc.com/bo/file/fiches/ldlc/bellone_hxl73/300hz-setup.pdf"" target=""_blank"">Activation du mode 300 Hz</a></em></section>
</div>
</div>
<div class=""info-warning"" id=""delivery-alert"">
<span class=""icon icon-box""></span>
<span class=""text"">
<strong>Informations logistiques  :</strong>
                    Ce produit est livrable dans les localisations suivantes : <em>France (métropolitaine), Italie, Espagne, Belgique, Suisse, Luxembourg, Monaco</em>.
                </span>
</div>
<div class=""info-warning"" id=""technical-alert"">
<span class=""icon icon-info""></span>
<span class=""text"">
<strong>Informations fournies par notre service technique</strong>
                    Chaque machine est assemblée et testée par nos soins après enregistrement de la commande. Cette opération nécessite un délai supplémentaire précisé en haut de la fiche produit, sous la disponibilité, qui s'ajoute au délai d'expédition. Cet ordinateur portable est fourni sans système d'exploitation, vous laissant la possibilité d'installer un système d'exploitation compatible (déjà en votre possession ou acheté séparément). L'installation de Windows 10/11 64 bits est conseillée, pour vous permettre d'exploiter correctement toutes les possibilités offertes par ce PC portable. L'installation de Windows 7/8/8.1 n'est pas possible sur ce modèle.
               </span>
</div>
</div>
</div>","Profitez de hautes performances et gagnez en plaisir de jeu avec le PC portable Gamer LDLC Bellone HXL73 ! En plus de ses composants ultra-performants, il est équipé notamment d'un écran de 17.3"" 300 Hz et d'un clavier rétroéclairé.",True,LD0005804764_1_0005916004,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804764_1_0005916004.jpg,Désignation,LDLC Bellone HXL73-16-M10
